ccode,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
MNA,,,,,14.65999541,16.96274484,17.00921407,16.69708071,18.18302499,19.6668433,19.07890104,19.26255625,21.97852299,22.12863353,18.433501,23.12570504,23.62640369,26.03300956,,30.49757437,31.62058778,31.8698598,30.14493745,29.84920311,29.78554388,30.66918102,32.65446119,32.80083533,34.21134174,32.75960115,,27.94224264,21.21019575,21.34608224,21.99240695,23.46507832,22.58771758,24.03401191,26.9069128,28.57635113,30.18989322,31.68331026,31.38308431,31.17132617,29.25628725,29.28618225,30.7386444,31.55707534,30.20095939,33.26930477,37.15500852,38.65508459,37.29985931,35.03911789,37.91595884,42.14143689,46.35312679,,,29.9401378,35.27177609,34.38174854,,
MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.054681395,11.29383072,14.62802652,17.95246706,35.95735953,80.00189196,86.52260593,76.20727013,66.47150571,55.29410165,55.06008058,53.72863286,51.99056172,50.36607006,49.27485183,48.91523691,49.56245043,49.01980677,59.96958842,52.27098389,47.31748109,
MNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.83912155,13.0786091,6.449568437,10.66986531,7.957424669,8.845108551,5.162680546,9.122807107,7.43951128,6.932842914,9.143142627,14.41040506,22.30562862,25.55292722,27.55066505,30.11903323,41.57649112,39.90201125,40.29972802,34.19126582,43.49346733,43.72176099,59.87485793,59.29431871,54.4604207,56.94315938,52.81772293,55.40684003,48.90102215,45.78516453,47.48638081,40.96471445,
MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.68780221,12.15662901,8.703629638,8.623509762,8.593047039,7.590012435,9.188736326,9.923992054,10.74365405,12.16692415,9.056738928,9.096668113,8.083086606,6.794929147,8.784134495,9.893252834,10.04213565,14.01241957,19.55112623,21.6491865,20.91973413,22.4314518,26.26115476,30.18878179,32.05313167,31.24587957,24.45820645,22.12920381,21.27915834,23.86961871,23.02057878,21.25745573,
MRT,,,3.230550846,2.324365198,2.282706492,2.443254566,2.181059872,3.741213408,5.24926209,6.629257665,9.036972324,8.629332437,9.37404502,12.99835639,11.43944503,19.00485152,18.80278817,22.15648959,23.8409034,20.34377196,20.95209638,21.09596324,22.22630774,21.71596921,21.86580359,21.39243544,19.78595889,19.34648027,19.58664662,19.35570051,24.47739247,18.55997492,,,,,,,,,,,,,,18.40148131,14.61742261,16.29917868,19.20839421,19.97772334,18.27540307,16.59344738,16.76638119,18.34583983,19.52029977,21.11557839,20.29890976,21.06657412,22.04112089,22.72354116,,,,
MUS,,,,,,,,,,,,,,,,,25.73129252,26.07497244,25.44263343,23.26570681,22.19500977,22.63297091,21.51982942,22.54642325,23.95752089,27.95402576,27.91538071,29.41747172,31.63755535,33.04892709,33.05958418,34.23537091,37.72186113,42.02221007,45.38227653,47.01561177,43.40375061,49.09834873,56.40878793,56.43711312,56.5017023,56.85271174,57.69549849,70.64440583,70.90782277,72.89879305,68.6878766,71.74673615,81.79805559,80.07701264,85.35512077,89.30543686,98.84754496,104.8941723,96.72586476,100.0207336,93.50479378,98.98370862,75.31228317,78.0827585,91.8145868,86.43599888,72.29996983,
MWI,,,,,,,,,,,,,,,,,,,,,12.58101207,11.89303949,12.08307224,12.17873275,9.190375182,7.512664389,7.370879721,5.387819013,5.066356734,5.999369322,6.921527153,7.31974308,9.371981533,5.765325751,7.840391923,4.030062637,2.768401911,2.515651707,4.394597257,3.262209063,3.850605117,3.578623024,1.887519127,2.155590373,2.527828724,2.777933841,3.506167866,3.764337824,6.262299164,7.47258449,9.502993442,9.573614102,10.01467366,8.557086084,7.83598581,9.172403859,8.009309219,7.478351039,6.816652153,7.238093443,7.666335323,8.093010942,8.163874404,
MYS,8.915785885,11.86877362,12.63260976,11.95991671,11.18846952,12.36464088,13.19754754,14.39254251,16.57675331,18.37225887,21.28666836,22.5627171,24.24050633,27.78935,28.23650363,34.31578005,33.98255296,35.82374768,39.19284168,41.47746855,49.90939446,57.76144273,62.73292818,69.92689228,74.89013199,88.17464825,101.4660446,89.57661713,86.46248782,95.65288455,69.41266869,73.76054587,108.5292205,106.459807,109.217184,124.4141536,141.6337391,158.3850476,158.5053788,149.1529811,134.9998539,129.1013756,121.8273449,118.9741489,111.9376051,106.5244319,103.6638304,101.5800752,96.74825351,111.60689,107.1227526,108.4259367,114.1245298,119.8996939,120.578651,123.1036296,121.9798206,117.1675684,120.2763119,120.7069463,133.8169955,127.244689,113.3038292,
NAC,67.2477628,71.23296155,71.84935408,76.26805215,78.9030739,81.77092038,79.66819903,83.06111328,83.92221159,82.93943561,83.55481678,86.75062963,91.15609588,90.2702261,87.52105285,86.03618085,85.41133738,86.29087373,88.3377542,89.7797361,91.02655795,87.54473427,90.49972999,93.26301843,94.02166009,100.5360664,106.5802644,108.6440861,109.482486,113.1786752,110.9997723,115.1800053,114.7581875,117.4550577,116.8339626,126.0372424,133.388643,141.965061,152.7086047,165.4046831,156.6169541,167.6184917,159.5044517,172.7485822,179.4284583,183.105061,192.6909245,198.7214229,179.3193257,187.47999,181.9207458,174.4746025,175.4438195,184.5728581,185.3990043,180.7320802,183.6442219,191.6300551,180.4618484,191.2412548,215.7781448,216.3080171,,
NAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.62596884,68.5718639,65.08509093,65.84154988,70.95058049,72.76766772,68.60501698,59.39083253,
NCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NER,,,3.738021295,3.940082023,4.600651529,5.235729253,5.703058343,5.576083479,6.611986592,6.185579656,5.592883726,5.098963304,5.703495317,5.90881716,8.491230882,12.70133689,11.13902324,10.22140954,13.48490018,16.80428936,17.1075476,17.66587492,17.13348441,17.2213651,16.97306154,15.63380761,17.37872223,16.13068151,15.78246395,12.96234723,8.683549254,8.128089446,8.079064339,7.511901278,6.639018456,3.654703526,3.521499063,2.660906097,3.165781423,3.055043017,3.859404275,5.917782688,4.41414054,4.572364066,4.486850086,3.953365052,3.874003087,7.078326277,8.054482299,8.891402212,9.03427296,9.922308182,9.970813567,10.46063041,10.68003599,11.27315474,11.47882571,11.41485747,10.20261221,11.22061187,11.70023238,13.02491089,12.5637106,
NGA,3.696698931,3.704259447,5.572166384,6.439532572,6.328186669,6.699077715,7.203483003,7.810902438,7.865410498,6.649362708,4.921051163,5.390635542,6.140629106,6.048189624,4.699551112,6.814001935,7.619340543,9.244900997,10.99242781,10.3896346,12.22697431,5.802075118,6.450601547,6.208622851,6.266045741,6.039750503,7.574985288,6.602985867,6.066023538,5.090333177,4.957522443,5.241096469,8.234513857,7.007718165,8.037288168,6.508711496,6.174443942,7.030590147,7.619452394,8.168807855,8.248988698,9.880807397,8.084342998,8.909484726,8.461664055,8.435095263,8.120360453,13.79701693,18.6330147,19.62560166,13.49074284,11.04362961,10.60470377,11.53321494,13.29700538,13.07868448,14.60803886,12.85202981,10.2465813,11.15755665,12.1318506,13.44944916,14.09472096,
NIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.71783659,15.13039662,17.68000145,19.63950417,22.61956371,26.46166553,32.96271605,31.39036496,28.46386528,26.79022591,26.20217034,28.7257858,31.87192586,33.86111803,36.85124727,38.58000949,42.71406233,39.85701874,32.2172998,29.90622824,28.13811145,28.62090743,
NLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.4648243,109.1860509,108.8141807,112.8132994,116.3619135,113.5176701,113.3738715,110.9170609,117.2328365,113.6731504,114.503813,116.9495808,113.8430162,116.4181905,111.5984163,114.571454,111.1438658,105.4856219,100.6642847,102.8632945,96.14133912,92.08772843,
NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.1593992,102.3263579,106.5897064,105.019095,106.5772154,97.1546665,107.0640131,119.2477123,127.5343155,127.6374661,124.9781756,122.6838216,124.2100937,128.24498,137.8360626,144.9716065,145.2648925,142.4916422,149.3881322,163.5359916,137.5650537,110.8238573,
NPL,1.045701034,1.226252189,1.252857767,1.234835355,1.499104091,1.893966474,1.788970856,1.920498801,2.215251576,2.414527269,2.869525547,3.839785015,3.515285813,4.790851448,4.886008935,4.412527963,3.625962997,4.788194444,5.703932467,6.419986467,8.573937244,9.190317568,8.631728634,8.095971564,8.485910323,9.852316146,10.58161654,10.45158462,11.78620654,13.04865071,12.8086563,13.35385013,13.4183155,14.57309798,18.55012245,22.83143607,23.19776388,23.88507426,28.66308232,28.87594825,30.67062082,29.41591045,22.86890082,26.14257403,27.09733041,28.72615081,33.15138628,37.28150565,51.65264553,59.17845463,54.58998779,46.42465312,48.75434965,50.46227084,54.4670476,56.90827407,69.84080011,69.18912434,76.32460801,78.9459109,88.44003947,103.6513514,95.28766638,
NRU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.9777265,152.274516,154.9948651,153.2231044,153.2238784,155.3281273,159.8635898,154.5884438,146.9480179,
OED,59.74425953,62.95529774,63.73094084,67.45681965,69.57772457,72.06803399,70.25542933,73.0857774,74.68106598,73.80923833,77.85276739,81.69215924,87.45638853,,,,,,,,,,89.58662697,93.78251652,95.66750672,101.2623876,111.4350285,117.6192656,122.2284777,127.0613728,,,,133.8892375,134.456929,137.3037031,138.1347385,141.352879,148.1632482,157.2309716,152.0724591,136.1155532,131.7117142,136.0934836,137.264058,140.378008,145.543034,148.0462051,139.9478336,145.0841393,140.6987045,136.0443519,136.5617416,138.1890207,137.1676172,137.8411199,140.0505184,142.6971209,137.6007786,143.8448388,160.7193545,157.8935328,,
OMN,,,,,,,,,,,,,4.703835227,11.13459268,11.58065084,11.86840816,13.59301142,17.64913206,20.95921596,17.26110896,13.70635497,13.35197171,14.45393522,17.11442086,18.59191309,19.53699527,24.11084019,22.92375384,23.71967747,22.86341436,20.61221038,21.44147863,21.51114267,22.65022067,24.70770841,25.57969513,26.63970175,35.6491666,47.62478121,46.43160057,37.46007244,40.13011014,38.89957271,36.78800006,34.22509567,30.64982087,30.73010971,35.55097524,35.12364653,46.69686751,38.21191088,36.10304564,36.82016904,37.81017636,40.99643638,58.17211276,66.67023304,65.94876212,61.07217589,65.1353365,76.58948598,67.51510885,53.44731275,
OSS,32.83768917,31.30159067,30.52491003,34.13106251,26.20118026,27.20629844,26.69129461,29.16126731,,,,,22.05870737,20.58180109,15.68735635,16.47839112,16.59183435,19.71615006,21.32596909,19.00212554,,21.08035064,24.54570872,27.44567387,26.54422804,29.57840533,33.25891139,32.37201115,30.02202831,31.12168263,27.16349921,31.99713161,35.34109547,31.49683793,,,,,,,,55.57933399,55.74620312,59.48664305,59.36282887,70.14208818,73.98989169,75.10899303,69.32463222,76.51743849,68.39804838,61.5072002,57.60772948,58.43820733,59.45642183,72.85305091,75.87579763,73.82873381,69.89167818,77.08784022,98.98075601,89.41637082,81.08184502,
PAK,11.02274,12.0098914,15.04896468,17.42109559,21.73565723,22.91128033,25.86064524,26.067912,25.60867976,25.55225036,25.44847228,25.11232305,28.77288607,26.29007882,20.2861456,19.34252539,22.21541223,23.40665652,22.2704073,24.8379037,23.44202512,24.03952609,24.70284644,26.37627028,24.21805994,27.78217839,29.78607745,27.64354675,26.36859647,24.91286075,24.15733291,22.23701744,23.49682388,24.39504513,23.82300646,24.2071212,24.69397544,24.64621515,25.11394294,25.47431764,16.60361828,16.2084603,16.00410078,18.22159978,21.29470034,21.60168149,22.76831341,23.04163909,24.16858518,20.39577681,19.28543834,16.7900431,15.19776621,14.40595914,14.03634343,13.87767206,14.68224913,15.31381293,16.63235111,15.68798581,15.03312013,15.34013978,14.8459644,
PAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.27423984,82.63644893,81.88724517,67.37413064,83.31206952,85.50204558,86.88514303,87.32260912,83.97930235,83.39492257,100.1065392,,,
PER,9.82722736,10.68063303,11.01202541,11.08743164,10.87651974,11.19360868,10.31464633,9.820222494,8.919463552,8.732773588,8.587509805,9.413763854,10.31970564,10.55272347,9.192244563,9.319335438,8.494072075,7.13359674,6.087787987,6.133603111,8.950316245,11.63476127,11.57063349,13.41707222,12.05365207,9.808610594,8.478288173,7.490649767,8.862956147,8.282388048,8.017272737,6.977929932,9.079596179,11.11648592,13.28355938,15.87387642,21.02532336,24.40979955,28.19104966,28.97732825,26.34167756,23.44780788,22.20204829,19.98574116,17.91023992,19.06642161,20.81316402,24.60707369,29.76396075,30.01452903,30.26168715,32.3092275,34.04374682,37.71992918,40.89962682,43.86793145,42.80902535,42.41461431,43.90394244,44.72423689,55.16507629,47.68148961,,
PHL,10.67713534,13.74668599,14.70493512,16.49698069,18.04484207,17.08412884,17.44291611,19.35804555,19.05088788,18.19581007,18.04794922,17.67365827,19.24074714,20.27164252,22.02769541,22.05664904,22.44382008,23.40541763,25.94405461,27.4927929,27.68876958,28.91173434,29.40827743,32.46668285,21.51117805,17.68283904,13.05617121,14.03324041,14.15516992,15.23448602,16.90254848,15.64549172,18.10396529,23.1490828,25.48453339,32.86521754,42.87278591,49.40110697,41.99260447,37.32792991,35.60713966,36.2651173,33.66395998,31.94837336,31.00921165,27.89657364,27.47069492,27.63902332,27.87606106,27.89666842,28.33247881,30.49763975,31.90537598,34.33572791,37.5782838,39.90378357,42.86451799,45.60519779,47.5627908,47.97366866,52.0356914,49.94132491,48.85089999,
PLW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.7870347,21.09151997,20.93251288,22.85655391,25.09960391,22.62564291,22.55345091,22.11934528,19.35275517,18.74321342,18.05434782,18.81498342,17.40695857,15.06347073,
POL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.86465365,21.41433701,19.3649106,19.10798097,16.65122804,16.50959253,18.81300403,20.5441532,22.32858576,25.18770127,26.43043323,23.56009812,12.86938024,13.33392189,26.27868021,27.11649319,31.213795,37.11713942,47.28319167,47.03886591,49.12023972,51.82490678,50.6216443,51.90647839,52.92164283,53.64373404,54.71974228,52.64450064,52.41146745,50.78601979,49.79838917,46.25299567,39.74343886,
PRE,6.730625561,7.308978301,8.573181097,9.340297935,9.28083936,9.038131842,8.990175386,9.784619237,10.65322515,10.32031388,9.150956958,9.955919609,10.52777031,11.14670081,9.624332375,11.21217935,11.02428495,14.09963496,16.36014169,16.42804131,17.11106498,10.03147013,10.77547924,11.63181981,11.01607589,10.95439802,13.5265404,,,,,10.8668538,11.78689866,9.718826784,8.568769186,7.688474783,7.320333067,7.88578791,8.276534008,9.135273966,8.188620886,8.932324454,8.249658425,8.898698808,8.140314077,8.200206692,8.415494301,10.82341393,12.89574732,13.87745505,11.92006586,10.81181375,10.99220502,11.74823551,13.17162874,15.01311245,15.27464436,14.23100682,13.37254862,13.63229667,15.08554957,15.22732228,16.69700419,
PRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.0027543,119.0522096,120.6719962,121.1907741,124.7730218,133.4129522,142.235675,151.4811766,159.8613019,155.6048037,156.2589342,152.9493626,143.0874264,129.7507951,119.8344524,111.263462,102.6253398,97.00806092,93.40574924,104.340884,99.05572381,90.12267026,
PRY,8.153242771,8.487197078,8.627442352,9.156123377,10.2270077,11.41129321,13.40499472,16.93364692,18.80718754,21.25133751,22.86635256,22.6748352,21.87710915,20.34543237,17.78012938,18.07502665,18.85102467,18.94940291,19.41753322,18.63381911,18.90512955,17.6206065,18.57279116,17.41626105,15.45694885,12.90545953,12.85400204,11.46375501,13.56952853,13.30721321,14.31575887,16.94349086,19.96747474,23.10538929,26.87910116,23.96444465,25.78565917,32.77410119,24.521931,25.05516054,23.76039843,24.16866754,20.85562797,12.68617075,12.29681119,12.28088846,11.66828606,13.71766497,18.75969801,21.58143065,25.42413906,28.95225032,31.54630209,34.37789428,38.13814904,43.34964647,41.35571913,41.15589662,44.59747743,47.7506335,50.71317343,49.4627025,51.29960689,
PSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.02951829,21.37201583,21.48865504,21.41060796,24.19652143,21.69313754,23.11760672,26.4462262,26.21735483,22.86742796,17.57291999,19.53363221,21.35953044,22.95771736,24.04757288,24.11996857,27.3246796,32.60104707,36.52793214,41.7423779,44.84028782,44.92673536,52.24382116,47.32951604,47.8444236,
PSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.70840223,45.57332899,45.23257449,49.95539397,56.46687309,62.55088769,63.07544095,67.55284832,67.67949233,64.22968436,60.0577537,60.81224279,61.63049737,62.43471478,65.85808035,69.58773868,70.27280789,73.1490107,77.83064717,87.40142185,92.99041877,88.94584126,
PST,60.12980806,63.41268486,64.14628332,67.88179682,70.08920886,72.55742877,70.66734093,73.49713328,75.08069083,74.19693712,78.06070613,81.91971648,87.71183888,88.26471475,,,,,,,,86.90696596,89.94235077,94.12134023,95.96699032,101.5469323,111.3857659,117.9084751,122.4961602,126.9399355,,129.1131221,130.4558392,134.858082,135.5928241,139.063192,140.1957827,147.2042114,154.6664091,163.9722288,159.1732043,141.8694377,137.0745912,140.9492004,141.941964,145.4076036,150.9546305,153.4711677,146.7338124,151.6991681,148.036718,143.3167713,143.8644413,145.9434829,145.0434042,145.3091203,147.2261342,150.3094588,144.7515777,151.5234783,169.2520088,167.0865626,,
PYF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QAT,,,,,,,,,,,14.93980934,14.25467188,14.86684473,15.86774205,7.938139646,11.39566647,11.97756789,17.20213669,18.39202459,15.42446476,12.89937525,14.2966663,20.16429213,25.72546981,22.28937806,28.77489177,43.66503585,44.10214287,42.15369063,44.68669546,36.97189529,53.25510856,65.07976313,42.06065114,35.59140079,34.69617223,31.12718435,30.55004399,38.75595838,34.76291814,26.84899298,34.89328477,28.67824896,29.98815825,28.98486651,33.72158664,35.99745816,41.57684076,40.80118546,51.73510868,44.701796,39.75302632,37.12844236,40.00533999,46.09680861,70.84248012,79.76058858,80.08170079,80.43683982,100.6361468,138.857843,123.3166183,100.8491024,
ROU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9909815,8.292438069,11.66792316,7.987189441,7.12522458,8.653376568,10.08985851,14.13226812,15.78192827,20.05825486,26.00542562,33.99995467,35.91470424,37.0103193,38.29388655,37.43462818,35.95744414,34.17133304,31.08708944,29.90402441,28.55910654,26.66848865,25.53075637,24.62326844,25.77886731,26.42054452,24.77143973,
RUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.83777185,17.97239278,21.24356706,24.31640095,25.92253952,30.94192403,37.78357772,41.55404382,45.2609093,42.84004525,41.69860598,43.91396024,48.02475005,54.83227989,55.95202269,53.10247383,52.07659751,51.24331067,52.56142892,59.5836265,54.41303265,,
RWA,,,,,0.938461582,1.102150686,1.981461268,1.467786247,1.358304155,1.658187274,2.406548365,2.907332486,2.036563948,3.660246052,6.19002757,3.142505158,3.418781421,5.52436161,5.896606334,4.418009756,5.747291437,6.092547343,6.129216996,5.871269814,6.453670538,7.718798255,7.889092118,7.921321018,9.006006795,9.221565943,6.920655555,5.119700284,5.675160606,6.329145184,9.882279766,8.414882651,6.80643599,8.090273982,8.759214222,8.363155944,8.731755356,9.078268814,9.423833832,8.929083924,9.830645633,10.31026829,11.76820651,12.0327378,13.36331844,11.15945391,11.49044124,13.26491643,15.75007174,16.21486661,17.62868387,20.99758921,20.47329467,20.59441168,21.40354988,21.46671536,25.05620107,25.39879158,22.85465297,
SAS,8.038087465,8.710820033,9.351963897,9.664861362,9.526282651,10.29985202,11.15643172,10.93920555,11.60013974,12.10187415,12.84776219,13.82638666,14.43646758,13.69567698,12.22928646,13.08506772,16.658789,17.30583972,18.41033019,19.72388994,19.32653635,20.00304786,21.62187047,22.18458106,23.18237751,23.81102199,25.03246805,24.5034303,24.40524312,25.33534139,23.92220829,22.43960621,23.19334855,22.67908081,22.68517118,22.82494203,23.32108526,23.52270259,23.73034816,25.16460312,26.00091423,26.47025149,29.38317799,29.26309432,33.32623375,36.601413,39.60502396,41.66818388,44.58669459,43.6088869,46.06617403,46.38985022,46.43698771,46.54651866,46.4758982,46.44849868,44.19536909,44.5395242,45.88450308,46.44818947,49.43060209,46.6264287,,
SAU,,,,,,,,,7.352613542,7.988209888,7.068024259,5.634201353,4.550920948,4.266991909,2.750594617,4.085461172,4.374792628,4.08459881,5.27651519,7.111169398,6.804897878,6.938188616,9.548041514,12.73673382,14.14611268,15.89402403,18.40386886,18.32292446,21.33690657,20.52309294,14.82209889,14.87169916,16.75855161,20.46972825,22.35976131,22.56864185,20.79245268,21.50874652,29.18835509,26.74462341,24.2356164,27.09049227,28.94838948,28.23332036,32.35424321,35.41890813,33.72458657,37.07158222,37.6843233,45.62979785,39.16420608,33.82879748,36.05138877,39.83368605,43.69772333,54.64603723,56.27644112,51.97982641,,,,,,
SDN,8.870474248,9.145138563,10.07351351,12.72688629,11.45014481,9.080984518,9.56084349,11.16490977,12.12256077,10.27048034,9.68549159,8.763805221,9.806847097,9.218852077,8.938701487,11.07955222,10.90791862,10.13288909,11.18668926,12.75706496,13.24560424,12.93748648,13.73881674,12.86937341,11.84804777,10.11630907,10.45559937,10.45562293,6.971465679,5.129312358,5.064619795,4.57256403,3.89778335,3.185101654,2.381421927,1.626660437,2.828364181,2.137898759,1.962589971,1.615531144,2.268144071,2.4874468,3.736179576,5.017280004,6.128541101,7.813579847,11.04811651,9.812856018,9.379790825,11.55851007,10.50269127,9.291921668,11.94236412,10.51779167,8.150646863,8.12473336,8.219716433,8.389756138,9.354756033,9.173616141,7.890887162,6.619864492,5.639803945,
SEN,11.72691872,11.26578878,12.89684089,12.4644192,12.07262131,11.64774837,10.05750325,8.831334111,10.06671256,10.72990848,10.47245114,10.79507247,11.56962325,15.28682917,17.74132518,17.62973687,17.77946698,20.03495796,26.49725797,26.74332922,28.29833042,29.12147177,26.90511239,27.09805423,24.53616631,23.12703675,20.97900208,20.70358175,22.60020185,21.78219796,20.44860443,19.37478778,20.41726903,20.44777993,12.59969938,11.33181382,12.33924996,12.22685638,11.46281086,11.98295091,14.57552234,11.23710665,11.89537816,13.0371551,14.36438657,15.6269415,15.77269878,16.19455095,18.86541402,19.41735305,21.31374792,23.87444267,24.43248138,26.31651314,27.31693757,27.30468627,27.79827987,29.6647848,29.55161659,29.51776829,29.30675397,29.84912463,32.29717714,
SGP,,,,33.67746529,37.92196405,37.27041158,37.48063401,35.77930816,38.28704977,41.80032669,45.31151668,44.87799247,50.25113523,59.08268883,53.31452531,56.00675956,57.34033619,58.17210087,60.19392062,64.58952188,68.90713424,75.34264628,80.12077266,85.60880761,85.32868125,87.60535255,84.35001846,80.57607658,76.35269303,79.54035737,79.16467472,79.87110213,81.08553677,80.97170126,81.19024054,88.29349696,93.74180643,96.47030493,107.9310737,102.7073041,96.05246317,115.0239673,102.0242236,104.7828006,95.72896576,89.2233562,84.287056,85.3517596,97.86436233,96.86137655,94.8584027,104.7036738,112.9735432,124.0659516,128.1297633,122.4213538,123.7216529,120.9767399,117.7847823,119.2533644,129.4777604,,,
SLB,,,,,,,,,,,,,,,,,,,10.78350515,15.97938931,19.54979391,22.77289939,21.62464601,21.5737189,24.23454556,31.97664674,32.96401778,30.91118514,34.55151954,39.25302096,19.08594219,16.13445024,16.81996628,16.49276608,13.80018475,13.03953038,14.01033755,14.41253949,15.04331273,14.79502268,16.5940803,19.37375172,18.65718389,15.17770038,14.35601807,15.39788674,18.53318156,23.26774038,25.24355598,23.76908465,20.53565912,18.84041611,19.72032927,29.31450257,31.62108414,33.0138766,34.22081099,33.22631443,30.69696794,30.73798439,32.56707921,32.36974201,31.86958536,
SLE,2.769370759,3.497351827,4.756047639,6.560302299,6.737780854,5.921308921,5.544369873,5.898653998,5.216759257,4.674447625,5.328604163,5.622472218,5.80944796,6.00530767,7.162373568,6.698857221,6.60399318,5.899461773,6.452793013,6.055045652,7.867589788,7.680699582,7.088189467,7.051329886,4.077303535,3.097823455,5.414807302,2.743859086,3.496429153,4.827736493,3.247484398,3.522636014,3.053375973,3.431690507,3.128157002,2.676426444,2.506822119,3.245411264,2.724515625,2.0718273,2.108033609,0.001613813,0.002028345,0.002896424,0.003503022,0.003393887,0.003425536,0.004392019,0.005696604,0.008343103,0.007823415,0.00769351,0.005533587,0.004769306,0.004889139,0.005344064,0.005541444,0.005144219,0.005695147,0.006176436,0.005959022,0.007127995,0.006152932,
SLV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.9128729,45.56045824,47.42865241,48.15518974,49.92391911,50.27641698,51.53429706,51.05486773,54.55257926,52.31042775,49.99771768,49.2960792,51.5041857,53.270198,54.09189543,55.05979801,56.04867799,57.27701564,59.07431321,65.30992506,60.29236969,61.4212173,
SMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOM,2.420480873,3.067932941,4.918145333,5.524968661,8.752668326,9.954621356,9.578981723,9.560603877,10.36132813,10.90696628,13.16889521,10.75329859,10.83462222,19.5579196,31.1102813,11.51134686,6.806641687,5.453196051,4.915292644,4.99766693,2.452797569,2.60603164,5.578970636,6.540776366,5.980232498,4.607371147,3.396648943,11.07389345,10.43994416,16.04901037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.72498585,22.88769648,26.17857779,43.47012219,29.70869805,15.23022885,16.75703044,20.77143387,26.41591654,26.25547527,31.80230359,36.81695237,40.15068466,47.18676933,44.86775976,46.57506648,40.97794133,40.79495047,40.64463983,40.8881302,40.28518329,41.40490665,41.99926009,45.49912616,43.44086275,40.34724439,
SSA,,,,,,30.10165654,29.82721284,31.76893401,31.43647876,31.94586123,29.71871692,32.85312294,30.98037342,32.35743498,29.78480395,30.25156648,27.30345024,28.46119558,29.9692899,28.50848716,29.85044309,21.62397964,22.52145715,27.63875445,27.98961943,26.15792447,29.10578902,32.42557671,32.24502604,33.53277299,33.54253307,,46.54536707,47.34365819,49.97467638,45.85295282,40.56295581,39.55524815,36.97907276,55.82142379,51.52829742,50.68081022,38.93459918,46.59625903,51.87853168,53.79275225,55.53213995,56.12707907,46.73426807,49.03698838,50.33534174,45.93230074,45.58909208,42.40030169,41.36532608,41.00215819,41.01850104,42.95429053,40.56697377,39.64922304,37.33655167,35.60710764,35.78806524,
